,l_count,latitude,longitude,minstay,price,property_type,rating,room_type,neighbourhood,Availability,Total_rcounts,Occupancy_rate,Income_month
1001823,0.0,41.376485,2.152711,4.0,50.0,Apartment,4.5,Private room,Sant Antoni,98.36,17.0,16.95,141.666666667
1002233,2.0,41.37417,2.170415,3.0,80.0,Apartment,4.5,Entire home/apt,el Poble Sec,83.01,30.0,10.9042553191,300.0
1002821,0.0,41.390357,2.184774,3.0,119.0,Apartment,4.5,Entire home/apt,el Parc i la Llacuna del Poblenou,99.73,8.0,100.0,119.0
1003214,1.0,41.387545,2.160368,2.0,69.0,Apartment,5.0,Entire home/apt,l'Antiga Esquerra de l'Eixample,97.53,19.5,0.884955752212,112.125
1007939,1.0,41.403383,2.159423,2.0,73.0,Apartment,4.5,Entire home/apt,la Vila de Grcia,75.89,38.66,0.412087912088,235.181666667
101021,2.0,41.380306,2.174472,3.0,230.0,Apartment,4.5,Entire home/apt,el Barri Gtic,85.48,15.5,13.5418994413,445.625
1010589,0.0,41.373795,2.164559,3.0,80.0,Apartment,4.5,Entire home/apt,el Poble Sec,84.93,28.0,0.412087912088,280.0
1010912,0.0,41.39175,2.186697,3.0,133.0,Apartment,4.5,Entire home/apt,el Parc i la Llacuna del Poblenou,97.53,7.5,1.26050420168,124.6875
1011083,1.0,41.370615,2.164175,2.0,79.0,Apartment,5.0,Entire home/apt,el Poble Sec,98.08,32.32,33.9696969697,212.773333333
1011139,4.0,41.387328,2.181753,5.0,80.0,Apartment,4.5,Entire home/apt,"Sant Pere, Santa Caterina i la Ribera",1.64,25.0,0.847457627119,416.666666667
1013513,0.0,41.399139,2.184307,2.0,62.0,Bed & Breakfast,5.0,Private room,el Fort Pienc,75.07,53.01,9.99718309859,273.885
1016104,0.0,41.387207,2.150508,3.0,350.0,Apartment,4.5,Entire home/apt,la Nova Esquerra de l'Eixample,98.9,14.5,100.0,634.375
1017317,2.0,41.444737,2.185152,3.0,28.0,Loft,4.5,Entire home/apt,la Prosperitat,41.37,32.66,18.6536050157,114.31
1018188,1.0,41.381923,2.18274,2.0,48.0,Apartment,4.5,Entire home/apt,"Sant Pere, Santa Caterina i la Ribera",10.14,49.17,14.2552816901,196.68
1020452,1.0,41.372774,2.146547,3.0,65.0,Apartment,4.5,Entire home/apt,la Font de la Guatlla,77.81,26.99,23.1714285714,219.29375
1021286,0.0,41.398038,2.199771,3.0,130.0,Apartment,4.5,Entire home/apt,el Poblenou,95.62,7.0,0.421348314607,113.75
1021299,2.0,41.386704,2.147931,3.0,41.0,Apartment,4.5,Private room,la Nova Esquerra de l'Eixample,67.12,26.17,5.37249283668,134.12125
1021389,1.0,41.371356,2.168522,5.0,85.0,Apartment,4.5,Entire home/apt,el Poble Sec,95.34,12.0,18.2719298246,212.5
1023142,2.0,41.397692,2.202477,3.0,81.0,Apartment,4.5,Entire home/apt,el Poblenou,70.68,24.67,12.8873239437,249.78375
1023985,0.0,41.404614,2.179925,3.0,105.0,Apartment,5.0,Entire home/apt,la Sagrada Famlia,95.62,12.5,4.06779661017,164.0625
1025705,1.0,41.371545,2.13443,1.0,85.0,Apartment,4.5,Entire home/apt,Sants,97.26,30.5,16.5137614679,108.020833333
1025760,0.0,41.392602,2.154843,3.0,470.0,Apartment,4.5,Entire home/apt,l'Antiga Esquerra de l'Eixample,80.82,8.0,9.19803370787,470.0
1026052,0.0,41.400269,2.15988,2.0,75.0,Apartment,4.5,Entire home/apt,la Vila de Grcia,92.33,19.0,9.81308411215,118.75
1026160,0.0,41.397019,2.168756,5.0,120.0,Apartment,5.0,Entire home/apt,la Dreta de l'Eixample,59.45,5.0,18.3571428571,125.0
1027718,0.0,41.373217,2.166159,2.0,35.0,Apartment,4.5,Entire home/apt,el Poble Sec,94.52,40.34,15.0546218487,117.658333333
1027732,2.0,41.372968,2.168173,2.0,35.0,Apartment,4.5,Entire home/apt,el Poble Sec,89.59,36.0,5.25675675676,105.0
1028836,0.0,41.37851,2.152112,2.0,70.0,Apartment,4.0,Entire home/apt,la Nova Esquerra de l'Eixample,97.53,21.83,1.64835164835,127.341666667
1029587,1.0,41.405796,2.201661,3.0,100.0,Apartment,4.5,Entire home/apt,el Poblenou,69.04,30.84,2.54957507082,385.5
1032836,1.0,41.374612,2.16318,3.0,94.0,Apartment,4.5,Entire home/apt,el Poble Sec,91.23,11.67,3.60169491525,137.1225
1034761,1.0,41.394528,2.201118,4.0,99.0,Apartment,4.5,Entire home/apt,el Poblenou,70.68,8.0,7.14285714286,132.0
1034771,0.0,41.381391,2.168084,3.0,160.0,Apartment,4.5,Entire home/apt,el Raval,73.42,14.5,26.3498583569,290.0
1036375,0.0,41.377042,2.13089,3.0,90.0,House,5.0,Entire home/apt,Sants,98.63,35.67,11.5714285714,401.2875
1037668,1.0,41.389033,2.170119,3.0,150.0,Apartment,4.5,Entire home/apt,la Dreta de l'Eixample,96.99,8.5,11.7952522255,159.375
1037925,1.0,41.378124,2.189637,2.0,45.0,Apartment,4.5,Private room,la Barceloneta,92.05,28.5,7.29166666667,106.875
1038902,3.0,41.399201,2.191039,1.0,50.0,Apartment,4.5,Private room,el Parc i la Llacuna del Poblenou,96.71,62.01,19.4343065693,129.1875
1038904,0.0,41.40016,2.1909,1.0,50.0,Apartment,4.5,Private room,el Parc i la Llacuna del Poblenou,99.45,59.16,0.412087912088,123.25
1039162,0.0,41.40686,2.16268,3.0,140.0,Apartment,4.5,Entire home/apt,el Camp d'en Grassot i Grcia Nova,88.22,24.84,0.842696629213,434.7
1039211,0.0,41.406998,2.203119,3.0,110.0,Apartment,4.5,Entire home/apt,el Poblenou,78.9,14.0,4.17956656347,192.5
1041427,1.0,41.388562,2.171458,2.0,70.0,Apartment,4.5,Entire home/apt,la Dreta de l'Eixample,18.63,40.5,15.5658682635,236.25
1044130,1.0,41.402442,2.137838,3.0,170.0,Apartment,5.0,Entire home/apt,Sant Gervasi - Galvany,58.63,19.67,17.1993569132,417.9875
104485,1.0,41.391189,2.156415,3.0,29.0,Apartment,4.5,Private room,l'Antiga Esquerra de l'Eixample,93.97,31.28,24.7663551402,113.39
1047089,0.0,41.401941,2.157685,1.0,80.0,Apartment,4.5,Entire home/apt,la Vila de Grcia,75.07,35.5,11.55,118.333333333
1049897,0.0,41.404886,2.172513,3.0,117.0,Apartment,5.0,Entire home/apt,la Sagrada Famlia,90.41,25.33,3.70879120879,370.45125
1057394,0.0,41.391892,2.176054,4.0,135.0,Apartment,5.0,Entire home/apt,la Dreta de l'Eixample,70.41,8.5,7.34210526316,191.25
1060614,1.0,41.396861,2.181172,2.0,95.0,Apartment,5.0,Entire home/apt,el Fort Pienc,79.18,68.51,7.16560509554,542.370833333
1062043,1.0,41.391043,2.191768,2.0,135.0,Apartment,4.5,Entire home/apt,la Vila Olmpica del Poblenou,99.73,17.5,9.30656934307,196.875
1068375,1.0,41.425673,2.202453,3.0,50.0,Apartment,4.5,Entire home/apt,la Verneda i la Pau,98.9,17.67,19.1089285714,110.4375
1071740,1.0,41.373031,2.135617,4.0,399.0,Apartment,5.0,Entire home/apt,Sants,58.08,38.33,0.724637681159,2548.945
1072256,2.0,41.373799,2.155895,5.0,43.0,Apartment,4.5,Private room,el Poble Sec,95.07,22.0,100.0,197.083333333
1073748,1.0,41.415166,2.105846,3.0,150.0,Apartment,5.0,Entire home/apt,"Vallvidrera, el Tibidabo i les Planes",86.03,15.0,9.125,281.25
1074100,0.0,41.374426,2.16064,2.0,70.0,Apartment,4.5,Entire home/apt,el Poble Sec,95.89,39.67,0.412087912088,231.408333333
1075855,1.0,41.408674,2.163197,3.0,90.0,Apartment,4.5,Entire home/apt,el Camp d'en Grassot i Grcia Nova,75.07,17.0,0.412087912088,191.25
1076229,1.0,41.423174,2.14807,2.0,180.0,Apartment,4.5,Entire home/apt,la Teixonera,99.73,7.0,16.313559322,105.0
1076465,1.0,41.438503,2.187975,5.0,65.0,Apartment,4.5,Entire home/apt,Sant Andreu,66.03,34.5,17.2624309392,467.1875
1077754,2.0,41.388217,2.177055,2.0,50.0,Apartment,4.5,Entire home/apt,"Sant Pere, Santa Caterina i la Ribera",87.12,35.82,12.4592833876,149.25
1077851,1.0,41.412285,2.136777,2.0,92.0,Apartment,4.5,Entire home/apt,Sant Gervasi - la Bonanova,76.71,35.67,7.72058823529,273.47
1078049,5.0,41.3844,2.158912,3.0,80.0,Apartment,4.5,Entire home/apt,l'Antiga Esquerra de l'Eixample,94.52,16.34,18.8545081967,163.4
1079887,0.0,41.384754,2.145962,2.0,98.0,Apartment,4.5,Entire home/apt,la Nova Esquerra de l'Eixample,0.27,27.0,26.7954545455,220.5
1085881,0.0,41.393868,2.193687,3.0,91.0,Apartment,4.5,Entire home/apt,la Vila Olmpica del Poblenou,84.11,25.5,13.5,290.0625
1086040,0.0,41.411236,2.174637,3.0,80.0,Apartment,4.5,Entire home/apt,la Sagrada Famlia,74.52,14.0,2.06611570248,140.0
1088355,0.0,41.37742,2.162956,3.0,139.0,Apartment,4.5,Entire home/apt,Sant Antoni,98.08,11.0,1.31578947368,191.125
1092780,0.0,41.401253,2.158427,2.0,55.0,Apartment,5.0,Entire home/apt,la Vila de Grcia,72.33,47.16,100.0,216.15
1093783,0.0,41.380018,2.174645,2.0,50.0,Apartment,4.5,Entire home/apt,el Barri Gtic,75.89,43.0,9.83333333333,179.166666667
1094534,3.0,41.376522,2.153119,3.0,39.0,Apartment,4.5,Private room,Sant Antoni,78.63,21.17,5.71646341463,103.20375
1094604,1.0,41.407396,2.203276,4.0,75.0,Dorm,5.0,Private room,el Poblenou,67.12,8.0,23.9689655172,100.0
1094847,0.0,41.400784,2.12038,2.0,62.0,Apartment,4.0,Entire home/apt,Sarri,85.75,28.17,16.0828651685,145.545
1097523,1.0,41.378747,2.15378,1.0,100.0,Apartment,4.5,Entire home/apt,la Nova Esquerra de l'Eixample,96.16,44.66,11.9505494505,186.083333333
1098571,0.0,41.379628,2.175132,1.0,49.0,House,4.5,Private room,el Barri Gtic,41.37,91.33,100.0,186.465416667
1099498,1.0,41.394486,2.173129,4.0,35.0,Bed & Breakfast,4.5,Private room,la Dreta de l'Eixample,92.6,34.49,25.995049505,201.191666667
1100506,0.0,41.393231,2.190272,2.0,59.0,Apartment,5.0,Private room,el Parc i la Llacuna del Poblenou,20.55,55.84,24.9172297297,274.546666667
1101456,1.0,41.401796,2.177326,2.0,70.0,Apartment,4.5,Entire home/apt,la Sagrada Famlia,97.53,20.67,0.884955752212,120.575
1101792,0.0,41.411835,2.145889,3.0,60.0,Loft,4.5,Entire home/apt,Vallcarca i els Penitents,91.23,21.83,1.875,163.725
1102498,1.0,41.399865,2.163843,3.0,74.0,Apartment,4.5,Entire home/apt,la Dreta de l'Eixample,89.86,12.5,0.892857142857,115.625
1102747,0.0,41.395491,2.175729,3.0,251.0,Apartment,4.5,Entire home/apt,la Dreta de l'Eixample,76.71,9.0,3.50274725275,282.375
1105032,0.0,41.375278,2.154571,3.0,150.0,Apartment,3.5,Entire home/apt,Sant Antoni,29.32,5.5,1.33928571429,103.125
1105556,1.0,41.391391,2.166272,2.0,53.0,Apartment,4.0,Private room,la Dreta de l'Eixample,99.73,29.0,13.6730769231,128.083333333
1106358,1.0,41.403997,2.180265,2.0,66.0,Apartment,4.5,Entire home/apt,la Sagrada Famlia,11.23,30.0,21.5476973684,165.0
1109472,10.0,41.385926,2.168749,3.0,65.0,Apartment,4.0,Entire home/apt,la Dreta de l'Eixample,83.01,52.51,9.16895604396,426.64375
1109989,0.0,41.377314,2.164446,2.0,75.0,Apartment,5.0,Entire home/apt,Sant Antoni,81.1,49.17,2.5641025641,307.3125
1111201,0.0,41.394016,2.191163,7.0,110.0,Apartment,3.5,Entire home/apt,el Parc i la Llacuna del Poblenou,99.18,6.0,100.0,192.5
1111989,1.0,41.429621,2.182849,3.0,106.0,Apartment,5.0,Entire home/apt,Vilapicina i la Torre Llobeta,99.73,8.5,10.7006688963,112.625
1112838,1.0,41.374795,2.15566,5.0,105.0,Apartment,4.5,Entire home/apt,el Poble Sec,43.29,22.0,6.01265822785,481.25
1113540,0.0,41.375613,2.146819,2.0,75.0,Apartment,4.0,Entire home/apt,Hostafrancs,77.81,21.0,32.0224719101,131.25
1115149,1.0,41.371782,2.158322,1.0,99.0,Apartment,4.5,Entire home/apt,el Poble Sec,99.73,33.18,9.14634146341,136.8675
1115780,1.0,41.416337,2.184182,2.0,39.0,Apartment,4.5,Entire home/apt,el Camp de l'Arpa del Clot,83.29,43.67,19.1860465116,141.9275
1117699,2.0,41.377687,2.169046,3.0,55.0,Apartment,4.5,Private room,el Raval,81.92,26.51,100.0,182.25625
1120269,0.0,41.37671,2.149599,2.0,35.0,Apartment,4.0,Private room,la Nova Esquerra de l'Eixample,2.74,45.17,7.77619047619,131.745833333
1124129,0.0,41.406012,2.164238,2.0,65.0,Apartment,4.5,Entire home/apt,el Camp d'en Grassot i Grcia Nova,93.42,46.0,3.2967032967,249.166666667
1125212,0.0,41.387279,2.151528,3.0,320.0,Apartment,5.0,Entire home/apt,la Nova Esquerra de l'Eixample,97.53,9.0,59.0769230769,360.0
112538,0.0,41.405491,2.173683,3.0,105.0,Apartment,4.0,Entire home/apt,la Sagrada Famlia,93.42,23.67,1.23626373626,310.66875
1132343,0.0,41.3775,2.167874,3.0,45.0,Apartment,4.5,Private room,el Raval,81.92,21.33,9.09090909091,119.98125
1132445,0.0,41.413244,2.176381,3.0,100.0,Apartment,4.5,Entire home/apt,el Guinard,64.93,9.5,4.29936305732,118.75
1136172,0.0,41.402467,2.20828,2.0,103.0,Apartment,4.5,Entire home/apt,el Poblenou,24.38,19.0,13.4005524862,163.083333333
1136384,1.0,41.389003,2.159995,4.0,89.0,Apartment,5.0,Entire home/apt,l'Antiga Esquerra de l'Eixample,90.68,23.0,11.6043956044,341.166666667
1139434,0.0,41.400078,2.205686,2.0,78.0,Apartment,4.5,Entire home/apt,el Poblenou,96.44,15.16,14.7887323944,98.54
1139598,1.0,41.369375,2.140408,3.0,150.0,Apartment,4.5,Entire home/apt,la Bordeta,99.73,8.0,7.30519480519,150.0
1142631,1.0,41.407073,2.137422,3.0,100.0,Apartment,4.5,Entire home/apt,Sant Gervasi - la Bonanova,36.16,8.0,23.9130434783,100.0
1145940,1.0,41.408344,2.166292,2.0,175.0,Apartment,5.0,Entire home/apt,el Camp d'en Grassot i Grcia Nova,81.64,22.33,15.8213114754,325.645833333
1146150,0.0,41.380544,2.178014,2.0,110.0,Apartment,4.5,Entire home/apt,el Barri Gtic,92.33,33.65,4.53296703297,308.458333333
1147500,0.0,41.38933,2.166117,3.0,85.0,Apartment,4.0,Entire home/apt,la Dreta de l'Eixample,92.6,12.0,6.03448275862,127.5
1149160,0.0,41.372579,2.147961,2.0,94.0,House,4.0,Entire home/apt,la Font de la Guatlla,14.25,32.83,4.12087912088,257.168333333
1149439,3.0,41.376881,2.177069,3.0,60.0,Apartment,4.5,Private room,el Barri Gtic,37.26,58.66,7.00549450549,439.95
1149756,1.0,41.37727,2.172794,2.0,61.0,Apartment,4.5,Entire home/apt,el Raval,77.81,28.0,21.3782608696,142.333333333
1150368,1.0,41.385093,2.162528,3.0,150.0,Apartment,5.0,Entire home/apt,Sant Antoni,84.38,15.0,3.09065934066,281.25
1154761,0.0,41.38591,2.159124,7.0,88.0,Apartment,4.5,Entire home/apt,l'Antiga Esquerra de l'Eixample,97.81,11.5,7.15909090909,295.166666667
1156223,1.0,41.375361,2.165406,3.0,104.0,Apartment,4.5,Entire home/apt,Sant Antoni,98.9,11.5,2.53521126761,149.5
1159418,1.0,41.412009,2.140763,4.0,100.0,Apartment,4.5,Entire home/apt,Vallcarca i els Penitents,50.41,10.5,1.97368421053,175.0
1161251,1.0,41.399581,2.157878,2.0,85.0,Apartment,5.0,Entire home/apt,la Vila de Grcia,99.73,13.51,17.2292307692,95.6958333333
1161417,1.0,41.401728,2.164517,3.0,80.0,Apartment,4.5,Entire home/apt,el Camp d'en Grassot i Grcia Nova,92.6,37.35,10.5371900826,373.5
1162044,2.0,41.407364,2.173352,2.0,99.0,Apartment,5.0,Entire home/apt,la Sagrada Famlia,82.74,34.67,95.2428571429,286.0275
1162470,2.0,41.387362,2.174295,1.0,150.0,Apartment,4.5,Entire home/apt,el Barri Gtic,83.56,32.17,26.9103585657,201.0625
1166059,1.0,41.399647,2.154797,3.0,100.0,Apartment,4.5,Entire home/apt,la Vila de Grcia,99.73,11.0,2.47252747253,137.5
1166882,1.0,41.404823,2.176529,4.0,85.0,Apartment,5.0,Entire home/apt,la Sagrada Famlia,68.77,21.0,21.4098591549,297.5
1168648,0.0,41.399802,2.120108,3.0,150.0,Apartment,4.5,Entire home/apt,Sarri,99.73,10.0,7.91194029851,187.5
1169191,1.0,41.402622,2.173658,2.0,291.0,Apartment,5.0,Entire home/apt,la Sagrada Famlia,92.05,20.5,17.8676470588,497.125
117010,0.0,41.407455,2.174007,3.0,110.0,Apartment,4.5,Entire home/apt,la Sagrada Famlia,99.73,17.0,13.0398773006,233.75
1171915,1.0,41.399939,2.156272,2.0,75.0,Loft,4.5,Entire home/apt,la Vila de Grcia,94.52,49.17,23.5927152318,307.3125
1176432,1.0,41.421182,2.188184,6.0,240.0,Apartment,4.5,Entire home/apt,la Sagrera,99.73,3.0,47.8734939759,180.0
1176883,1.0,41.387779,2.175231,3.0,150.0,Apartment,5.0,Entire home/apt,"Sant Pere, Santa Caterina i la Ribera",73.42,35.33,7.57024793388,662.4375
118126,1.0,41.398825,2.15534,4.0,90.0,Apartment,4.5,Entire home/apt,la Vila de Grcia,87.95,30.92,8.18181818182,463.8
1184432,0.0,41.413982,2.216943,3.0,85.0,Apartment,4.0,Entire home/apt,el Bess i el Maresme,60.27,10.5,3.70879120879,111.5625
1186539,0.0,41.376989,2.162981,3.0,105.0,Apartment,4.5,Entire home/apt,Sant Antoni,92.33,7.5,4.94505494505,98.4375
1188839,0.0,41.39922,2.157605,1.0,70.0,Apartment,4.5,Entire home/apt,la Vila de Grcia,89.04,37.33,5.72058823529,108.879166667
1193667,0.0,41.377767,2.136693,3.0,75.0,Apartment,5.0,Entire home/apt,Sants,99.45,25.5,5.76923076923,239.0625
1193842,1.0,41.371523,2.161161,5.0,90.0,Apartment,5.0,Entire home/apt,el Poble Sec,91.78,10.83,5.75069252078,203.0625
119408,1.0,41.378521,2.167181,2.0,64.0,Apartment,4.5,Entire home/apt,el Raval,68.77,45.03,7.48763736264,240.16
119546,1.0,41.379692,2.165318,3.0,70.0,Apartment,5.0,Private room,el Raval,99.73,33.05,11.0795454545,289.1875
1198958,0.0,41.408201,2.163554,2.0,73.0,Apartment,4.5,Entire home/apt,el Camp d'en Grassot i Grcia Nova,91.78,17.67,18.8446153846,107.4925
1199380,0.0,41.39263,2.170911,1.0,99.0,Apartment,4.5,Entire home/apt,la Dreta de l'Eixample,93.15,40.5,12.8808864266,167.0625
1199382,0.0,41.395774,2.170537,1.0,129.0,Apartment,5.0,Entire home/apt,la Dreta de l'Eixample,89.32,28.34,22.8813559322,152.3275
1199594,1.0,41.385951,2.172763,2.0,75.0,Apartment,4.5,Entire home/apt,el Barri Gtic,82.74,47.5,2.60115606936,296.875
1199889,1.0,41.390683,2.17393,2.0,119.0,Apartment,4.5,Entire home/apt,la Dreta de l'Eixample,99.45,18.32,5.75284090909,181.673333333
1201871,0.0,41.399321,2.147331,3.0,87.0,Apartment,4.5,Entire home/apt,Sant Gervasi - Galvany,90.41,18.0,9.48033707865,195.75
1202134,0.0,41.386073,2.181516,3.0,88.0,Apartment,4.5,Entire home/apt,"Sant Pere, Santa Caterina i la Ribera",90.14,34.98,9.20192307692,384.78
1202829,2.0,41.406567,2.200127,2.0,69.0,Apartment,5.0,Entire home/apt,el Poblenou,71.23,35.33,13.8140794224,203.1475
1203343,2.0,41.374101,2.165313,4.0,110.0,Apartment,5.0,Entire home/apt,el Poble Sec,36.16,8.0,0.879765395894,146.666666667
1205425,1.0,41.404011,2.155874,7.0,115.0,House,5.0,Entire home/apt,la Vila de Grcia,47.12,5.0,7.34752747253,167.708333333
1206034,0.0,41.388584,2.165219,2.0,57.0,Apartment,5.0,Private room,la Dreta de l'Eixample,95.89,38.0,28.016286645,180.5
1207478,0.0,41.381676,2.173883,3.0,150.0,Apartment,4.0,Entire home/apt,el Barri Gtic,41.1,25.5,18.75,478.125
1208106,2.0,41.376231,2.136047,3.0,85.0,Apartment,5.0,Entire home/apt,Sants,99.73,18.17,11.3595041322,193.05625
1210490,1.0,41.377925,2.18748,4.0,180.0,Apartment,4.0,Entire home/apt,la Barceloneta,85.21,15.0,7.98760330579,450.0
1215918,4.0,41.420335,2.158544,5.0,55.0,Apartment,4.5,Entire home/apt,el Carmel,97.26,13.5,4.1782729805,154.6875
1216600,8.0,41.381993,2.15111,3.0,96.0,Apartment,4.5,Entire home/apt,la Nova Esquerra de l'Eixample,89.04,40.83,16.3782608696,489.96
1218515,0.0,41.382307,2.179878,2.0,60.0,Apartment,5.0,Private room,el Barri Gtic,48.49,27.0,7.5,135.0
1219492,1.0,41.378249,2.160508,2.0,95.0,Apartment,4.5,Entire home/apt,Sant Antoni,96.44,13.5,5.99173553719,106.875
1222464,3.0,41.376377,2.174677,3.0,75.0,Apartment,4.5,Entire home/apt,el Raval,97.53,22.5,14.0042016807,210.9375
1222648,0.0,41.377563,2.166924,2.0,85.0,Apartment,4.5,Entire home/apt,el Raval,99.73,22.33,11.4292035398,158.170833333
